idempresa,olat,olon,n_obs,sd_km
10911,-31.559843,-68.513425,144,0
2525,-46.798999,-67.960328,912,0
9105,-43.28517,-65.49439,660,0
1119,-34.582669,-58.490977,613,0
1614,-34.759086,-58.205168,927,0
4394,-34.531808,-58.479669,202,0
8180,-26.33881,-54.6179,224,0
4361,-24.79547,-65.39623,751,0
2895,-34.64053,-58.41252,1245,0
8380,-31.46866,-58.15214,869,0
4431,-32.94275,-62.24155,351,0
5432,-34.265935,-62.71115,4,0
1482,-34.45375,-58.52564,899,0
2198,-35.112916,-60.500672,156,0
4873,-31.134274,-60.989048,350,0
9581,-31.148777,-60.920437,523,0
10789,-34.350998,-59.218036,252,0
6151,-31.62772,-60.6914,114,0
4885,-29.22237,-61.74265,733,0
5214,-32.90452,-60.9132,8,0
6872,-36.22706,-61.11106,1188,0
8203,-38.978699,-67.822682,930,0
5264,-34.65089,-58.46788,544,0
9813,-34.632283,-58.62624,1496,0
10675,-34.626204,-58.876148,907,0
10610,-34.633058,-58.726475,1002,0
8281,-34.628707,-58.743795,2149,0
11281,-34.35202,-58.80401,338,0
8449,-32.69191,-58.88311,12,0
9239,-27.768719,-64.271661,712,0
8007,-27.74358,-64.24335,728,0
5393,-32.56753,-65.20493,686,0
3277,-30.32052,-61.22939,574,0
1310,-30.76153,-57.98142,749,0
6552,-32.37185,-61.35826,220,0
7353,-32.38103,-61.35572,673,0
1698,-33.25861,-60.38275,779,0
10446,-34.63308,-58.79108,430,0
6077,-33.363752,-60.252441,828,0
9778,-31.44965,-64.5071,204,0
3240,-34.52892,-58.48058,751,0
10408,-30.7625493,-57.9822149,658,0
7491,-38.088632,-57.544509,78,0
10969,-31.4677371443127,-64.1481470839501,8,0
9933,-31.452512,-64.147998,432,0
9001,-31.459992,-64.107739,553,0
5152,-34.603435,-58.461592,1096,0
3090,-31.466757,-64.223385,710,0
1660,-31.60608,-60.67635,721,0
5370,-43.266235,-65.300456,119,0
7966,-34.59247,-58.56104,698,0
2899,-34.797445,-58.232292,880,0
7918,-34.944101,-57.9667,872,0
1050,-34.64288,-58.71663,885,0
8892,-43.258467,-65.323548,793,0
8202,-34.588673,-58.51977,472,0
7977,-33.720024,-62.239597,85,0
1953,-23.13437,-64.32321,753,0
4252,-37.459672,-61.928361,2,0
1442,-33.89927,-60.55228,29,0
10281,-34.510049,-58.524386,484,0
3425,-34.918346,-57.956557,8,0
5251,-32.23625,-63.98567,40,0
2837,-34.665641,-58.723537,166,0
10523,-34.65563,-58.6133,308,0
1529,-32.99111,-68.6875,695,0
4206,-39.16238,-66.13859,706,0
7449,-31.42876,-62.09765,332,0
6802,-36.021495,-59.109309,742,0
5338,-32.63137,-62.69268,729,0
7922,-33.101833,-58.643485,1118,0
11157,-34.177474,-58.94283,50,0
9386,-31.721701,-60.546268,922,0
10944,-34.369886,-58.759896,150,0
8989,-32.97045,-60.715308,1204,0
9855,-34.63736,-58.55289,834,0
9779,-34.16298,-58.96253,729,0
9770,-34.646056,-58.409277,636,0
10998,-34.438989,-58.800209,180,0
10305,-33.50661,-60.1393,420,0
10067,-37.156618,-56.93026,516,0
10166,-32.933857,-60.820378,536,0
10155,-34.281412,-58.894379,522,0
10678,-34.948438,-58.464216,374,0
9024,-31.518398,-60.681901,796,0
3739,-26.8127,-60.41502,792,0
8056,-38.94458,-67.99113,934,0
1479,-33.628844,-64.020377,978,0
1473,-33.157637,-64.383488,974,0
11343,-33.4857398617321,-64.4186256523708,58,0
2190,-38.709351,-62.257074,1124,0
2743,-32.912806,-68.845411,510,0
6081,-34.624012,-58.558099,1084,0
3725,-32.89483,-68.84298,1180,0
3718,-32.8815,-68.84267,168,0
3549,-31.238935,-63.060584,6,0
10471,-43.861706,-69.050428,94,0
3321,-34.48267,-58.63606,827,0
8220,-29.406471,-66.833693,2,0
4682,-34.70227,-58.37631,1080,0
3046,-34.65997,-59.43439,743,0
5336,-27.22286,-61.19149,154,0
5337,-27.2195,-61.19436,184,0
2330,-39.91438,-62.61995,590,0
2332,-39.88704,-62.66406,784,0
9829,-34.37769,-59.82716,132,0
7981,-28.26061,-58.11186,881,0
8280,-34.500768,-58.643442,908,0
4218,-45.69033,-70.25643,706,0
10010,-35.62695,-61.36678,310,0
3933,-34.584506,-58.454385,118,0
1415,-39.94443,-71.07327,734,0
929,-26.822054,-65.231922,856,0
1591,-26.8362802557747,-65.2404098258858,876,0
8715,-33.54293,-60.09894,958,0
7124,-34.67323,-58.36168,488,0
9896,-30.005295,-59.524937,414,0
3506,-26.843438,-65.207614,1262,0
5542,-32.365931,-61.34568,725,0
5367,-23.82564,-64.79965,752,0
3467,-23.79763,-64.78707,783,0
3997,-31.44416,-64.18698,24,0
8054,-28.556702187493,-66.8131417714138,714,0
8261,-27.65395,-67.02966,704,0
8260,-29.166604,-67.49846,717,0
4763,-29.398805,-66.814932,758,0
8075,-33.11192,-60.56325,314,0
2748,-31.9184840317176,-63.6783569284943,48,0
4046,-32.46986,-58.47819,895,0
2141,-31.674121,-61.755631,729,0
10348,-26.19418,-58.20045,466,0
7638,-36.53294,-56.71458,738,0
8466,-31.0074,-64.26529,14,0
493,-33.66196,-65.45709,735,0
9775,-31.54006,-60.68811,726,0
8397,-24.21038,-65.27972,747,0
5054,-34.487603,-58.725292,916,0
8315,-34.775885,-58.424345,152,0
8166,-34.52768,-58.69092,658,0
6664,-34.86825,-57.90905,817,0
9758,-33.31405,-60.6019,402,0
4310,-34.997118,-58.033157,1114,0
727,-34.91589,-57.91574,727,0
1599,-34.60795,-58.48041,707,0
6183,-34.54481,-58.73036,801,0
7084,-34.764485,-58.368306,340,0
2522,-38.98476,-64.112128,10,0
6301,-40.09857,-64.46941,10,0
6302,-40.730699,-65.006194,10,0
7575,-26.828121,-65.218196,5,0
8037,-34.183304,-58.942627,786,0
8105,-32.820537,-61.394431,790,0
9445,-28.051403,-56.013248,656,0
9360,-26.738729,-65.257516,328,0
6606,-26.87972,-65.16572,747,0
6611,-26.87972,-65.16572,739,0
9184,-27.176099,-64.481929,690,0
3275,-34.246265,-59.46213,448,0
3850,-34.742007,-58.26988,394,0
4189,-30.422413,-64.342276,24,0
4075,-28.54726,-56.0441,745,0
1531,-34.64919,-58.65322,435,0
3545,-31.05051,-64.49919,589,0
8736,-29.413973,-66.847852,768,0
5602,-32.336295,-65.205417,296,0
3142,-33.133731,-64.352734,448,0
7246,-33.31405,-60.6019,202,0
2687,-34.63308,-58.79108,474,0
1655,-38.01511,-59.26035,892,0
6774,-27.738566,-64.247164,64,0
1287,-34.597654,-58.423871,10,0
135,-27.34913,-65.60624,741,0
158,-34.61817,-58.53166,153,0
2789,-32.901885,-68.760231,1164,0
6570,-34.753941,-58.420525,118,0
3613,-34.65122,-58.48211,707,0
1644,-34.706023,-58.415852,896,0
4793,-27.80937,-64.248281,852,0
4791,-33.14896,-59.30056,857,0
3047,-33.099372,-68.478646,80,0
6126,-51.53624,-72.33384,698,0
6753,-46.55041,-71.62767,8,0
2189,-34.63663,-58.59198,775,0
6248,-46.593,-70.92727,284,0
10057,-46.584188,-70.921305,352,0
9740,-35.48828,-62.97843,8,0
8210,-34.927754,-57.953964,958,0
2805,-34.950468,-57.903292,302,0
6165,-26.834384,-65.23434,124,0
7582,-34.40912,-58.73039,432,0
3924,-34.41756,-58.72458,1288,0
6318,-26.81619,-65.14284,894,0
5467,-26.82316,-65.17045,1022,0
2387,-34.638567,-58.506238,22,0
6180,-34.648702,-58.579041,1214,0
2519,-34.56223,-58.59218,664,0
3231,-34.499072,-58.552276,102,0
1420,-32.97903,-60.67006,369,0
9035,-34.82217,-58.4402,150,0
944,-34.82258,-58.38901,857,0
10168,-36.88586,-60.301804,404,0
8186,-33.2377,-60.3303,1226,0
3910,-34.559373,-58.56822,155,0
4786,-33.736548,-61.963219,174,0
4785,-33.75874,-61.97159,174,0
5634,-34.537374,-58.792989,1048,0
627,-34.622171,-58.385952,74,0
1519,-34.44688,-58.90315,1596,0
1374,-34.606223,-58.413961,138,0
2162,-34.56584,-58.51333,72,0
2160,-34.54487,-58.52652,798,0
1582,-34.70557,-58.40525,839,0
7985,-34.960279,-57.972183,22,0
3504,-34.87312,-58.38911,1120,0
8125,-34.74599,-58.39331,670,0
7065,-32.851207,-68.860129,132,0
4600,-32.42451,-63.24386,812,0
4598,-32.39012,-63.24174,899,0
4603,-32.427173,-63.312793,786,0
6200,-32.434925,-63.180742,802,0
4595,-32.42678,-63.19923,898,0
3233,-34.71792,-58.3937,855,0
8289,-34.66209,-58.51717,853,0
3682,-34.63464,-58.5276,162,0
4513,-34.78095,-59.67784,503,0
9443,-27.461495,-55.84025,142,0
10746,-40.09857,-64.46941,240,0
5567,-35.438474,-58.81582,1050,0
8896,-27.805882,-64.259899,805,0
1011,-34.86692,-58.5027,1044,0
6404,-35.91377,-64.30202,894,0
1569,-34.55076,-58.49933,737,0
8726,-33.90105,-61.10983,741,0
7111,-34.665823,-58.368924,860,0
1318,-34.68396,-58.51733,1014,0
7112,-34.62952,-58.44309,168,0
7375,-34.660546,-58.375201,286,0
8903,-34.453383,-58.576043,286,0
5777,-34.062579,-60.094228,835,0
1567,-34.57291,-58.55211,14,0
4876,-34.65397,-58.52932,15,0
9029,-38.561,-58.73132,1225,0
10319,-36.77694,-59.82342,661,0
782,-34.617357,-58.378189,123,0
2380,-34.595876,-58.444193,127,0
4946,-31.625743,-60.604532,1188,0
3293,-37.97303,-63.59715,734,0
9077,-33.002417,-60.617877,142,0
10260,-34.635984,-58.763227,424,0
10915,-34.6216861603699,-58.3912946278594,34,0
7440,-34.742702,-58.398772,1169,0
9945,-34.63383,-60.47144,579,0
7164,-23.151737,-64.326711,2,0
3295,-24.797719,-65.397796,74,0
3292,-24.81553,-65.42439,811,0
3297,-24.67493,-65.05001,749,0
10879,-31.40482,-62.62767,146,0
10384,-31.381975,-63.450742,298,0
10685,-31.381975,-63.450742,152,0
10816,-31.41613,-62.09473,304,0
6198,-34.70967,-58.375366,108,0
3732,-27.779187,-64.274198,16,0
6890,-34.759614,-58.358511,884,0
6744,-34.97766,-67.4899,1169,0
10604,-30.418425,-64.34636,45,0
1281,-31.41836,-64.17629,1203,0
2227,-34.651436,-58.533032,10,0
9191,-32.712837,-61.912013,588,0
10265,-27.822414,-64.234471,551,0
2704,-31.899083,-61.845862,487,0
7846,-37.88309,-67.80005,720,0
7845,-37.90167,-67.86101,722,0
7727,-26.844789,-65.19991,710,0
10982,-26.80819,-65.26264,112,0
3158,-26.861957,-65.219441,729,0
10496,-34.8098,-58.4009,378,0
1706,-34.8098,-58.4009,165,0
10352,-32.833229,-68.833162,376,0
8674,-33.237015,-62.399008,237,0
5748,-33.7341,-69.12364,707,0
5745,-33.59083,-69.01605,709,0
5747,-32.60837,-66.78005,1414,285.8
3361,-32.197683,-61.71226,864,0
6849,-33.34641,-63.72415,764,0
11254,-33.68742,-65.46529,20,0
9529,-33.718064,-62.245365,54,0
7603,-31.980632,-64.551513,804,0
769,-31.636026,-60.702021,60,0
759,-31.602882,-60.707263,260,0
292,-32.37796,-59.79407,1404,0
7827,-37.25271,-56.978203,78,0
7554,-34.900806,-57.994464,710,0
4516,-34.63701,-58.38675,534,0
8146,-33.294637,-66.348678,514,0
6370,-33.298795,-66.332933,90,0
4810,-34.605377,-58.586054,92,0
4803,-34.638952,-58.655487,910,0
4430,-36.01117,-59.105484,44,0
8749,-34.972752,-58.381939,944,0
5850,-30.94683,-59.78889,906,0
5849,-30.98681,-59.6596,1075,0
3996,-31.63366,-60.7136,737,0
3789,-31.636163,-60.694994,8,0
4247,-28.629495,-65.128767,830,0
7125,-34.93582,-57.935577,504,0
8209,-34.50281,-58.53977,1283,0
7910,-38.94717,-68.07576,1332,0
9555,-39.16238,-66.13859,1912,0
11246,-41.10465,-71.44059,336,0
7586,-38.626962,-68.300412,1360,0
9751,-39.092355,-67.088155,1174,0
8208,-38.836064,-68.127548,2198,0
7782,-38.35212,-68.78738,2146,0
9485,-39.026899,-67.563209,1206,0
10494,-38.94458,-67.99113,792,0
10021,-38.35212,-68.78738,1818,0
7909,-38.95226,-68.02422,1456,0
9458,-38.830592,-68.075007,112,0
7585,-38.71093,-68.16626,1362,0
10049,-38.954849,-68.084032,914,0
9745,-33.203828,-64.431504,592,0
3880,-29.87725,-61.93866,369,0
7623,-29.87982,-61.94607,288,0
2569,-34.47505,-58.661473,90,0
4276,-26.81783,-65.268897,28,0
7126,-34.887318,-60.008406,113,0
2126,-34.59424,-58.49331,98,0
2133,-34.678802,-58.368274,64,0
6018,-31.43515,-64.49996,384,0
5939,-33.135237,-64.352292,88,0
9686,-32.36061,-63.236296,480,0
1106,-34.625028,-58.484047,32,0
1740,-41.148088,-71.305046,504,0
11293,-41.130179,-71.25736,2,0
9895,-34.78558,-58.253367,710,0
3533,-35.141515,-60.458368,8,0
1199,-34.84501,-58.37737,845,0
3134,-38.745403,-61.305948,131,0
3530,-32.07169,-64.52837,103,0
10964,-32.07169,-64.52837,302,0
1714,-33.04946,-61.15117,684,0
9205,-34.736445,-58.322867,52,0
6202,-34.172607,-58.971928,530,0
3150,-31.403914,-64.472808,8,0
3423,-31.38851,-58.01696,958,0
3420,-31.38454,-58.02131,156,0
7070,-34.752318,-58.368684,64,0
598,-38.020616,-60.110066,126,0
6495,-34.67344,-58.66408,1496,0
7658,-34.66447,-58.68704,1470,0
741,-31.395183,-64.17608,161,0
1545,-34.666603,-58.356765,128,0
6503,-33.32723,-60.22303,74,0
8673,-33.32725,-60.22373,733,0
5047,-31.42448,-64.49503,4,0
7192,-31.44116,-64.34604,713,0
2909,-34.744505,-58.293914,221,0
7123,-35.061202,-58.735656,962,0
7334,-38.957295,-68.227399,3,0
6296,-31.539063,-68.567467,90,0
5352,-31.517141,-68.567585,88,0
2464,-34.64623,-58.68874,1332,0
2401,-34.654574,-58.67903,1338,0
6877,-37.999588,-57.558296,78,0
6411,-26.741412,-65.259063,18,0
7056,-34.455634,-58.816384,762,0
432,-34.66067,-58.62273,116,0
9407,-34.611572,-58.520771,121,0
1381,-34.611572,-58.520771,8,0
7618,-32.99038,-68.667369,681,0
7617,-32.925068,-68.826511,14,0
3700,-33.344438,-60.210062,144,0
6157,-34.750039,-58.339187,10,0
6870,-34.466053,-58.645369,198,0
1522,-34.35843,-58.79992,901,0
6728,-38.942692,-68.117206,44,0
3254,-34.675844,-58.716534,1285,0
1696,-34.704394,-58.777589,1324,0
8110,-32.473738,-61.588026,22,0
6158,-34.684504,-58.385979,510,0
3110,-37.1077,-56.87666,598,0
3444,-36.68674,-56.68542,648,0
5980,-37.2582,-56.98248,590,0
7373,-32.90833,-68.86042,236,0
4229,-24.194681,-65.297828,34,0
10935,-34.904458,-58.357718,192,0
1037,-34.63569,-58.588483,790,0
6166,-34.855646,-58.387105,64,0
8108,-24.388692,-65.256721,2,0
7357,-34.692749,-58.351192,26,0
7106,-35.871505,-57.897419,65,0
4232,-23.81294,-64.794865,34,0
3104,-34.582446,-58.491817,104,0
2173,-36.867575,-57.873519,83,0
7224,-38.023208,-57.565924,18,0
6321,-24.256246,-65.192831,4,0
3259,-34.663945,-58.733846,18,0
1701,-34.658866,-58.725524,1212,0
10170,-34.669318,-58.7454,825,0
1695,-34.669318,-58.7454,420,0
6223,-34.810832,-58.491998,1158,0
2557,-34.633501,-58.628721,18,0
4301,-34.552921,-58.696988,718,0
6287,-41.130179,-71.25736,344,0
3003,-38.947347,-68.100938,38,0
2999,-38.954322,-68.078971,40,0
3005,-38.962712,-68.068052,18,0
7692,-33.90342,-61.106163,94,0
1202,-34.74246,-58.494263,1284,0
5962,-31.44696,-64.1689,971,0
10282,-31.399812,-64.175279,186,0
9361,-31.42856,-64.20951,160,0
10455,-31.41158,-64.17542,84,0
1705,-34.454273,-58.640902,1557,0
2121,-38.956465,-68.050521,144,0
8076,-40.12659,-71.25224,4,0
7955,-34.52825,-58.730903,985,0
6445,-26.819192,-65.250216,113,0
1707,-34.65168,-58.40767,26,0
4433,-34.67286,-58.53954,916,0
1547,-34.736585,-58.277936,842,0
1745,-32.85839,-61.17115,736,0
1044,-32.96668,-60.647508,807,0
7460,-32.758412,-60.733957,146,0
7825,-34.777558,-58.348555,60,0
5270,-34.620286,-58.478858,94,0
3192,-34.584293,-58.466179,104,0
4187,-34.684904,-58.558465,6,0
1049,-32.73927,-60.73374,760,0
4186,-34.534353,-58.72247,686,0
5357,-31.405382,-64.473808,66,0
1719,-31.67283,-60.768019,1225,0
3268,-31.708663,-60.803636,1189,0
3713,-24.21024,-65.28306,755,0
11113,-37.31582,-59.120963,8,0
8312,-27.489824,-64.870204,84,0
3198,-34.50091,-58.54691,1112,0
8905,-34.482203,-58.777254,865,0
6161,-34.58897,-58.555146,703,0
3093,-31.390998,-58.035661,116,0
1720,-32.626919,-60.141912,94,0
1716,-31.878051,-59.02541,88,0
7945,-33.499873,-60.052824,135,0
10326,-34.593805,-58.528281,81,0
3310,-27.58881,-56.68928,746,0
9547,-28.025357,-56.01544,568,0
9671,-27.47817,-58.82004,502,0
8843,-32.912654,-68.666244,730,0
9604,-39.021807,-67.586645,30,0
7793,-36.42477,-57.35076,557,0
4858,-38.268517,-57.842726,844,0
9809,-30.854945,-64.9954,84,0
1004,-34.660929,-58.444881,811,0
3330,-34.64713,-58.50761,134,0
2732,-31.60593,-60.69318,721,0
9633,-37.888079,-57.602389,86,0
9725,-33.005973,-58.310113,604,0
10072,-33.069464,-58.630104,604,0
1173,-33.05583,-58.62614,820,0
5413,-33.05085,-58.62178,318,0
11297,-30.2391705,-58.7756555,32,313.6
10528,-32.997213,-58.529253,570,0
7630,-36.91553,-60.30616,612,0
8704,-32.997213,-58.529253,500,0
4335,-36.87912,-60.32357,356,0
3734,-36.91441,-60.32755,547,0
9528,-32.476802,-58.293661,263,0
8927,-32.690051,-58.886837,551,0
889,-33.998926,-61.606673,725,0
1434,-41.60707,-65.35383,263,0
800,-34.60628,-58.4981,347,0
9430,-31.587158,-60.076303,566,0
11407,-31.1559775977242,-64.1449818412493,2,0
9518,-34.836886,-64.584728,388,0
8559,-27.657092,-62.425121,1100,0
1779,-35.233288,-63.606735,32,0
7668,-34.45333333,-58.6421,536,0
8685,-32.05192,-61.78533,872,0
2624,-32.925068,-68.826511,946,0
4578,-31.86932,-63.11703,540,0
7028,-31.87169,-62.70431,1082,0
8284,-28.48858,-59.35641,733,0
7535,-34.416644,-58.599344,296,0
11034,-30.944519,-61.559551,307,0
9364,-30.531888,-61.962459,1014,0
6629,-33.04887,-61.17475,1186,0
7821,-32.94211,-68.8256,615,0
1305,-26.57177,-54.742357,831,0
7223,-27.371472,-55.92564,824,0
1321,-26.408413,-54.596338,816,0
7482,-27.1785,-55.45705,839,0
2337,-37.666788,-63.542927,666,0
1278,-32.16846,-64.10207,729,0
1413,-34.63118,-68.28641,795,0
7584,-38.956548,-68.238144,4,0
9573,-25.136671,-58.242693,535,0
8225,-31.16132,-62.09968,841,0
1627,-32.39163,-59.78366,899,0
8728,-32.39884,-59.79747,927,0
5875,-34.119033,-59.019908,838,0
4835,-34.49924,-58.55691,60,0
9047,-34.43611,-58.54225,382,0
3462,-32.036795,-61.20125,36,0
790,-34.621219,-58.421276,115,0
8251,-27.48754,-58.830617,1172,0
10201,-35.00444,-61.03354,402,0
6671,-38.8544,-62.09073,103,0
6669,-38.87538,-62.07092,882,0
6672,-38.8695,-62.08078,662,0
6670,-38.8544,-62.09073,810,0
10952,-38.88639,-62.07085,190,0
6668,-38.88639,-62.07085,464,0
8770,-27.399211,-55.951321,1351,0
8273,-32.440036,-58.289395,2747,0
7853,-32.27042,-58.2398,328,0
7852,-32.233021,-58.156549,2844,0
10874,-36.415464,-63.420804,192,0
8278,-34.81184,-58.39999,778,0
10031,-31.40749,-64.17769,724,0
6613,-30.3683,-61.91271,850,0
10488,-34.94947,-57.94936,37,0
10303,-35.17389,-58.24026,592,0
1304,-31.60467,-60.66591,729,0
10101,-32.990178,-58.523496,302,0
5301,-31.18256,-60.74199,204,0
10499,-31.18256,-60.74199,307,0
1493,-34.65327,-59.43232,743,0
2289,-32.165233,-63.896504,737,0
8707,-32.199626,-64.263602,827,0
2535,-32.16994,-64.11766,737,0
6438,-32.888275,-60.693955,1062,0
564,-34.56477,-58.5687,733,0
7109,-37.987989922269,-57.5452249901772,8,0
171,-34.58844,-58.59248,276,0
1476,-33.10869,-68.39118,709,0
1462,-33.12791,-68.31907,705,0
8097,-33.06693,-68.88392,545,0
7682,-33.190803,-68.467193,104,0
8809,-36.64956,-57.78864,740,0
6360,-32.241159,-58.235983,532,0
3475,-26.81945,-65.25797,1228,0
10643,-26.83308,-65.19584,712,0
8996,-35.455066,-60.892306,2,0
2883,-35.443127,-60.893184,4,0
8223,-34.008,-62.2467,538,0
3939,-34.691023,-58.323544,12,0
6981,-31.4002,-64.22689,1652,0
1608,-51.63377,-69.21245,708,0
7366,-27.790369887388,-64.259536677656,606,0
2440,-33.00797,-61.81236,729,0
7231,-35.82987,-61.86557,10,0
120,-39.289246,-65.664537,648,0
119,-39.27121,-65.67066,383,0
8029,-32.68688,-62.10574,737,0
4542,-33.21055,-68.88888,14,0
3925,-34.61624,-58.63383,807,0
8016,-27.4808,-58.79913,342,0
10054,-27.943868,-58.791877,220,0
6809,-26.815769,-65.208849,2,0
2709,-32.80253,-60.72067,743,0
10429,-34.588673,-58.51977,372,0
5683,-34.659624,-58.631885,1266,0
9704,-39.03493,-67.53889,478,0
5318,-35.48876,-62.98924,747,0
5402,-35.40694,-62.4447,393,0
8400,-42.749824,-65.0386,1424,0
5959,-36.361016,-60.020031,441,0
7713,-32.959456,-60.69485,702,0
7297,-32.974794,-60.669132,816,0
5262,-35.137271,-60.451925,1056,0
4762,-27.81945,-64.24854,624,0
4759,-27.822867,-64.056577,372,0
4761,-27.721348,-63.865267,332,0
2349,-31.78869,-60.51624,186,0
754,-32.96457,-68.83936,689,0
1767,-34.140866,-59.044759,19,0
5704,-33.888113,-60.571465,8,0
175,-34.6792,-58.5218,1072,0
480,-32.165283,-63.896578,729,0
2731,-27.6821,-60.9065,996,0
2734,-27.49472,-61.67762,970,0
2736,-27.334088,-61.2747,984,0
4428,-36.96231,-60.26151,742,0
2494,-32.93022,-60.72702,751,0
6460,-33.89273,-60.57391,1127,0
958,-34.88019,-58.38943,857,0
8705,-31.13692,-60.98969,1064,0
2177,-31.43033,-64.167846,116,0
10051,-31.379025,-64.0399711,548,0
4226,-34.85715,-61.51651,586,0
1559,-34.921532,-58.956844,792,0
6536,-33.95531,-62.97121,370,0
731,-33.56509,-62.87734,528,0
5628,-33.69179,-59.67658,868,0
1792,-32.61136,-60.16368,731,0
3323,-33.08977,-61.78649,326,0
8233,-32.903006,-60.921111,218,0
8013,-33.366494,-60.179055,1126,0
3620,-33.32743,-60.234752,1138,0
10044,-34.737833,-58.397793,244,0
1963,-27.65097,-62.41808,854,0
10924,-32.41002,-63.25941,234,0
3648,-35.82195,-61.89518,766,0
3064,-31.557965,-61.895225,861,0
2324,-29.38751,-66.83247,546,0
2322,-29.44433,-66.83711,735,0
767,-34.61088,-58.57028,414,0
6121,-33.301022,-66.339699,920,0
3116,-31.610681,-60.718559,1413,0
10328,-27.764973,-64.359365,168,0
542,-34.62915,-58.40336,707,0
6441,-32.8438,-68.7736,829,0
5094,-31.5233,-61.7252,227,0
9888,-31.5233,-61.7252,482,0
427,-31.81008,-64.30742,743,0
296,-31.8184,-64.28904,552,0
6676,-33.3761,-61.18237,725,0
7486,-34.717221,-58.376984,1070,0
3339,-32.417421,-63.229656,868,0
3344,-32.41014,-63.24464,862,0
3341,-33.305856,-66.253025,824,0
4268,-32.08475,-60.97804,310,0
5356,-38.148458,-58.218896,138,0
7803,-34.00139,-62.27018,737,0
2875,-34.594666,-58.636261,990,0
1551,-34.59352,-58.62226,821,0
5657,-34.61018,-58.56254,727,0
1926,-34.82944,-58.45481,894,0
3182,-34.8781,-58.55242,854,0
3604,-34.747583,-58.240368,887,0
3153,-34.69876,-58.30951,903,0
3381,-28.54887,-56.04374,8,0
5908,-38.050168,-57.544792,636,0
205,-34.47879,-64.17414,737,0
3920,-34.680085,-58.581107,2,0
2940,-34.680426,-58.581489,87,0
9966,-34.92271,-58.95827,533,0
3037,-34.92271,-58.95827,258,0
3785,-50.33819,-72.25938,718,0
1702,-30.142245,-60.336506,8,0
1243,-26.40488,-54.62042,721,0
538,-32.91744,-68.84666,695,0
6317,-32.98828,-68.88439,703,0
828,-33.776539,-69.061502,903,0
832,-33.731915,-69.119523,48,0
7500,-29.306314,-68.223902,14,0
2566,-31.01047,-62.66753,8,0
2572,-31.00849,-62.65841,2,0
3446,-31.31629,-64.46174,741,0
7849,-34.616924,-58.404404,780,0
7930,-34.899717,-58.01086,897,0
909,-34.61871,-58.40384,699,0
2201,-34.6101,-58.51925,9,0
4085,-34.90939,-57.97998,22,0
9558,-26.19418,-58.20045,86,0
6588,-34.959862,-58.008776,28,0
6589,-34.966303,-58.016591,28,0
6798,-34.941909,-58.039643,28,0
6586,-34.889544,-57.958274,14,0
6587,-34.84938,-58.094024,12,0
8237,-28.48994,-59.34507,1174,0
4294,-34.615782,-58.448404,118,0
5080,-34.6460366684544,-58.382975219574,481,0
6638,-33.899264,-60.552672,16,0
1883,-34.70268,-58.49945,831,0
3203,-27.40897,-55.90186,713,0
8925,-26.872727,-65.223028,128,0
7240,-34.44444,-58.57849,887,0
1387,-34.6369,-58.44589,711,0
2776,-34.45216,-59.45074,741,0
9952,-33.68039,-59.66715,122,0
7210,-38.37661,-60.25583,4,0
779,-34.503554,-58.53049,19,0
7046,-34.487438,-58.84214,417,0
8692,-29.463034,-60.228786,170,0
8689,-30.232765,-60.364074,168,0
8690,-29.879535,-60.281466,169,0
