idempresa,olat,olon,n_obs,sd_km
8174,-26.850203,-65.167677,192,0
6272,-32.6641,-62.297,246,0
10474,-32.6641,-62.297,252,0
5824,-32.43954,-58.63069,365,0
11043,-32.43954,-58.63069,58,0
1586,-34.697592,-58.369724,838,0
3716,-33.92693,-60.38065,735,0
2284,-33.90002,-60.58499,735,0
11315,-34.77354,-58.26792,26,0
10267,-34.76031,-58.27791,354,0
8245,-26.968823,-55.057563,768,0
1704,-26.822904,-55.028748,762,0
7562,-26.682353,-66.044239,4,0
5020,-35.274075,-58.408377,198,0
7166,-24.19531,-65.29728,344,0
9732,-24.78402,-65.40272,474,0
7228,-24.8085,-65.39618,831,0
7848,-31.761582,-60.461889,804,0
4309,-30.9559,-58.79016,950,0
10156,-35.001391,-59.279791,482,0
5275,-39.23732,-70.91201,724,0
11052,-33.070127,-68.480762,80,0
5906,-25.50477,-64.97571,757,0
4592,-34.52303,-58.51023,875,0
5278,-27.46708,-58.790259,906,0
9038,-26.802335,-65.291546,708,0
9506,-27.197716,-59.278599,274,0
5277,-27.42648,-58.94577,818,0
6037,-36.84707,-59.95863,180,0
964,-27.73713,-64.24568,737,0
3788,-33.31085,-61.05755,48,0
2735,-33.38127,-61.18944,48,0
6204,-31.44965,-64.5071,86,0
3438,-42.75729,-65.03904,758,0
1580,-38.034996,-60.090439,8,0
1488,-27.09148,-61.08372,745,0
1751,-27.11503,-61.07852,745,0
3403,-36.59126,-64.28179,734,0
3698,-26.86982,-60.21657,546,0
2746,-28.466164,-65.769964,1093,0
8257,-34.292743,-60.256005,731,0
2696,-34.20008,-60.71635,733,0
7419,-32.936173,-60.696364,1178,0
3723,-27.46175,-58.7692,733,0
1083,-31.44156,-64.12653,1505,0
1748,-32.810698,-63.874034,34,0
9025,-27.767487,-64.234766,1206,0
9934,-34.53165,-58.46892,488,0
10330,-36.801776,-63.33642,242,0
11188,-37.458559,-63.585745,12,0
5332,-38.69556,-62.27622,727,0
6145,-38.724173,-62.291171,272,0
6461,-38.714507,-62.260063,274,0
8131,-38.715715,-62.303682,731,0
1396,-43.249086,-65.314583,741,0
11053,-34.674581,-59.399948,46,0
498,-28.63088,-65.12128,753,0
6021,-28.63441667,-65.12981667,753,0
7526,-29.70899,-57.09216,648,0
7671,-26.53766,-59.33003,280,0
3274,-26.9677,-60.96051,200,0
222,-32.99714,-60.66491,1237,0
4539,-27.7470108974086,-64.24063449622,830,0
1215,-24.79459,-65.39926,722,0
1210,-24.79874,-65.43238,829,0
6941,-32.89887,-60.69147,916,0
6851,-37.32309,-59.13884,746,0
2370,-37.31345,-59.11282,746,0
4813,-28.45465,-65.78806,755,0
8136,-35.45032,-60.8958,742,0
6806,-35.97117,-62.73312,742,0
2088,-35.475682,-60.864987,820,0
10090,-35.489016,-60.888844,54,0
8137,-35.45944,-60.92319,742,0
8651,-27.347321,-65.588593,604,0
957,-25.60176,-54.57216,729,0
930,-26.0277,-54.5869,729,0
9180,-34.473637,-58.534165,867,0
4508,-27.31619,-58.577262,316,0
4511,-27.47689,-58.78962,396,0
4503,-27.350032,-58.23466,320,0
9863,-34.707595,-58.399102,610,0
5399,-38.53877,-70.36723,724,0
3260,-36.000212,-62.720079,134,0
11070,-34.911266,-57.921177,178,0
2642,-27.589849,-56.688236,170,0
9900,-34.587167,-60.947122,618,0
1669,-30.01158,-59.527255,328,0
1670,-30.035351,-59.53028,542,0
7607,-41.132374,-71.284091,382,0
8327,-34.531518,-58.469358,166,0
9799,-37.872525,-67.792113,678,0
7290,-26.92665,-65.33445,819,0
7502,-26.833386,-65.234056,641,0
7372,-27.912379,-63.893075,38,0
8650,-26.86376,-65.69612,686,0
391,-28.8938739791217,-62.2651281626129,54,0
405,-28.46122,-62.10594,54,0
1577,-38.024325,-57.564572,1145,0
2850,-31.73017,-60.47547,166,0
2835,-34.788773,-58.30709,132,0
2801,-34.89489,-58.39002,110,0
2819,-34.481347,-58.55509,158,0
6615,-27.447,-58.9763,300,0
6617,-27.485181,-58.837847,430,0
7010,-24.170046,-65.312551,791,0
7076,-24.191972,-65.302298,625,0
230,-26.80423,-60.45,838,0
1155,-31.417552,-64.197855,980,0
1160,-31.414814,-64.200441,976,0
1457,-38.015566,-57.596745,8,0
3144,-28.618855,-61.622931,6,0
4463,-34.62408,-58.40604,707,0
9576,-27.418011,-59.023607,300,0
1809,-34.84621,-58.51005,863,0
3729,-27.79913,-64.263279,1098,0
8654,-34.7868,-58.23821,765,0
6719,-35.19519,-59.11475,572,0
10599,-33.397025,-64.732853,8,0
9657,-33.397025,-64.732853,644,0
3537,-36.61596,-64.28115,796,0
3844,-36.508664,-63.860347,56,0
535,-31.43663,-64.169,863,0
1648,-33.019108,-60.618525,950,0
9911,-32.845589,-60.70686,849,0
250,-31.64328,-68.53842,742,0
4388,-27.391452,-55.908746,1094,0
4389,-27.390345,-55.912383,1090,0
4390,-27.04266,-55.23486,918,0
8374,-34.887249,-58.028847,690,0
3202,-27.44651,-58.99211,721,0
8123,-27.78396,-64.26737,997,0
9802,-27.436883,-58.98505,468,0
1613,-32.89315,-60.69981,431,0
1604,-29.89844,-60.28055,581,0
6812,-34.509058,-58.728884,1201,0
6813,-34.47597,-58.66318,315,0
1224,-26.82283,-65.20239,737,0
7861,-26.771314,-65.271581,979,0
1222,-26.84405,-65.16662,858,0
1227,-26.83563,-65.26051,822,0
1221,-26.83885,-65.16615,737,0
2047,-30.75483,-57.98359,836,0
6821,-34.64011,-58.5371,851,0
3664,-38.994351,-64.089718,818,0
3706,-38.969403,-64.082053,776,0
288,-45.8176,-67.45735,704,0
10540,-38.990856,-61.554789,208,0
2568,-38.02616,-61.38298,326,0
4673,-31.252584,-61.505123,1084,0
9932,-33.49353,-60.94884,536,0
161,-33.39122,-64.72264,739,0
149,-27.801325,-64.282014,781,0
8334,-31.442723,-60.928632,1008,0
5226,-31.45283,-60.933834,1002,0
10139,-45.890740321946,-68.5802485894769,144,0
10937,-45.890740321946,-68.5802485894769,70,0
2396,-45.74228,-68.28864,542,0
5035,-31.794122,-60.97718,510,0
1250,-27.93838,-63.86301,783,0
1188,-35.69017,-63.78216,736,0
4754,-30.531898,-61.962585,62,0
11292,-27.825466,-64.224264,156,0
10576,-27.81945,-64.24854,406,0
4522,-27.81609,-64.23728,886,0
997,-35.65811,-63.75555,728,0
6722,-35.65491,-63.74796,728,0
9993,-35.642374,-63.783163,420,0
3560,-31.40269,-64.21924,1290,0
3585,-34.28361,-62.69007,42,0
7867,-32.923057,-68.85983,259,0
8963,-33.016102,-58.527928,698,0
4010,-39.08153,-67.15952,722,0
7545,-33.013289,-58.521435,680,0
8964,-33.284183,-58.712381,300,0
2382,-37.31287,-59.14456,746,0
2383,-37.62774,-58.74478,746,0
7450,-36.678968,-64.371966,730,0
3429,-43.25364,-65.31338,702,0
8875,-43.25364,-65.31338,669,0
11284,-43.2909770201769,-65.1120606254568,32,0
3507,-43.25322,-65.33367,704,0
8876,-43.25322,-65.33367,672,0
8877,-43.30346,-65.09284,714,0
9147,-38.365234,-60.291488,928,0
2916,-38.380816,-60.251833,960,0
10212,-38.85203,-60.0733,8,0
670,-26.62533,-54.11388,540,0
657,-27.08564,-54.83207,540,0
664,-27.02556,-54.68721,540,0
748,-27.09508,-54.89331,538,0
737,-27.39704,-55.90966,721,0
735,-27.39119,-55.90045,721,0
668,-26.9962,-54.48334,721,0
733,-27.293766,-54.203619,540,0
626,-27.48613,-55.12423,721,0
9517,-25.694289,-54.051445,490,0
8408,-29.714474,-57.216356,742,0
734,-27.02948,-55.2146,721,0
635,-27.48475,-55.0907,721,0
653,-27.00435,-54.50154,538,0
914,-32.33157,-58.26125,747,0
688,-27.21907,-54.97168,18,0
660,-27.34193,-55.05366,540,0
700,-26.74347,-54.2976,10,0
648,-27.11256,-54.90307,721,0
695,-27.52373,-54.72804,16,0
736,-38.9004,-70.0655,724,0
1300,-34.609397,-58.417218,246,0
2447,-35.62924,-59.781532,729,0
2123,-26.819758,-65.256326,830,0
115,-27.43418,-59.00773,222,0
242,-27.44477,-59.007536,758,0
239,-27.51023,-58.94163,441,0
238,-27.47377,-59.00404,368,0
1424,-32.98877,-68.46686,697,0
6584,-31.41455,-64.50346,4,0
1557,-42.06804,-71.51748,746,0
7262,-33.242263,-61.357071,758,0
5692,-35.659506,-63.749856,127,0
5304,-35.659506,-63.749856,900,0
750,-33.9326,-60.95393,762,0
8148,-34.707323,-58.586257,27,0
9962,-37.1077,-56.87666,626,0
3968,-31.5630186840877,-63.5446499742498,739,0
3917,-31.67465,-60.75605,94,0
7796,-34.9434,-57.96595,784,0
7795,-34.94925,-57.957803,450,0
7906,-38.97408,-61.289401,862,0
9568,-31.421851,-64.142838,614,0
6239,-24.183333,-65.300431,168,0
10183,-32.929035,-60.80508,364,0
1326,-34.642216,-58.490032,4,0
5768,-34.554789,-58.574333,1141,0
6061,-34.64601,-58.59449,765,0
5158,-33.911637,-60.565819,841,0
8409,-33.49353,-60.94884,16,0
8748,-34.961337,-58.011235,727,0
326,-34.64353,-58.42332,54,0
2439,-33.138865,-64.354957,1286,0
2434,-33.13643,-64.33555,1136,0
2534,-33.137913,-64.340426,1282,0
1713,-33.4586,-61.49036,486,0
1827,-34.67292,-58.60797,1279,0
7519,-31.37174,-58.03056,673,0
7520,-31.391348,-58.03365,85,0
4640,-32.99562,-60.64498,1032,0
3998,-30.871477,-62.025658,6,0
4000,-30.867438,-62.035619,737,0
7672,-32.89194,-60.89183,904,0
8275,-32.92274,-60.80618,803,0
7877,-32.60729,-63.57641,960,0
2533,-33.461131,-61.513307,713,0
8354,-34.449467,-58.950938,909,0
1849,-34.59957,-58.561467,1792,0
9169,-34.771716,-58.649907,877,0
7660,-35.10499,-60.48205,949,0
713,-35.17147,-58.23061,867,0
6612,-27.180996,-64.486552,118,0
8921,-30.794514,-57.913861,426,0
2826,-40.82257,-62.98732,1756,0
2843,-40.79401,-62.99518,982,0
2828,-40.80644,-63.00764,1690,0
7316,-40.8097,-62.99983,956,0
2840,-40.812409,-62.990975,1002,0
11429,-41.0404392553681,-62.8325699269046,8,0
6731,-40.81344,-63.01938,1524,0
7512,-27.339088,-65.584049,822,0
9818,-34.903929,-60.009538,482,0
3068,-35.657183,-61.40056,627,0
6844,-33.692671,-65.44963,56,0
10606,-36.454387,-62.869438,58,0
5111,-36.45555,-62.86064,2612,0
1658,-31.86889,-59.02668,739,0
6458,-37.939611,-57.657223,1422,0
3468,-26.83905,-65.22744,837,0
8083,-33.351521,-61.446307,2,0
1654,-34.489767,-58.622959,506,0
10222,-34.48593,-58.615328,37,0
152,-34.62599,-58.4272,842,0
6897,-33.072357,-68.47547,612,0
11108,-32.904995,-68.866282,94,0
1335,-34.624023,-58.40367,2,0
496,-34.61401,-58.47265,707,0
3179,-32.93416,-60.70508,879,0
2741,-34.67096,-58.53706,1630,0
2101,-34.663658,-58.521062,90,0
1089,-31.757933,-60.511655,770,0
8314,-34.66008,-58.50346,670,0
11425,-34.48466,-58.61433,38,0
7151,-34.634514,-58.546208,958,0
7976,-35.496992,-62.980307,2,0
1510,-34.63599,-58.43253,707,0
5313,-34.747581,-58.22571,802,0
1666,-33.29459,-66.31504,1261,0
9589,-34.430819,-58.554941,55,0
815,-34.41813,-58.57949,825,0
256,-27.915189,-55.752353,644,0
189,-27.40198,-55.92174,1477,0
195,-27.38403,-55.90018,1472,0
258,-27.917119,-55.756528,926,0
3258,-31.79165,-65.00059,733,0
8992,-33.283996,-66.343303,1030,0
1437,-34.607365,-60.066754,882,0
1399,-34.29373,-60.245577,944,0
910,-34.29667,-60.225299,1025,0
1366,-34.16019,-60.30161,592,0
4660,-34.714611,-58.306362,737,0
673,-34.619131,-68.320536,940,0
758,-34.67677,-58.56492,741,0
762,-34.72951,-58.505,839,0
11028,-32.936618,-68.780501,54,0
11029,-32.981213,-68.789433,56,0
3183,-35.19585,-62.77524,734,0
11014,-38.559697,-58.716076,104,0
6700,-34.864192,-58.047072,55,0
2259,-31.86824,-59.72892,745,0
7009,-34.545806,-58.499781,1020,0
9015,-31.18503,-59.95676,142,0
5595,-34.711422,-58.310269,94,0
5596,-34.730861,-58.246767,114,0
5598,-34.774632,-58.2818,92,0
5589,-34.723855,-58.256393,956,0
4562,-31.246663,-61.471413,569,0
4561,-31.23699,-61.50258,570,0
4564,-30.39716,-61.6492,560,0
9104,-33.172412,-63.281992,770,0
3590,-34.776702,-58.306688,16,0
7022,-35.046444,-58.752616,474,0
7332,-35.402582,-59.335465,296,0
7066,-34.618152,-58.91114,66,0
9451,-26.831168,-65.219449,166,0
9814,-26.82082,-65.25294,136,0
10177,-26.819584,-65.30376,134,0
9067,-26.834157,-65.259706,187,0
8248,-35.438619,-62.725174,271,0
10386,-31.74945,-61.09834,436,0
4159,-30.07692,-57.99862,751,0
3517,-32.07169,-64.52837,636,0
5470,-36.63106,-64.28124,491,0
2233,-34.66663,-58.57608,334,0
9530,-36.898194,-60.307309,556,0
7980,-27.51579,-58.56514,564,0
2138,-34.69582,-58.31859,923,0
2314,-33.65878,-65.46374,636,0
1348,-34.614074,-58.380233,66,0
1407,-51.61897,-69.23276,639,0
1166,-33.05412,-65.62088,743,0
2603,-32.92003,-65.36373,741,0
7250,-31.56144,-68.55006,805,0
8453,-27.419109,-55.931025,721,0
7144,-27.3725,-55.91182,721,0
9482,-27.415353,-55.912687,544,0
4401,-34.283141,-62.697852,427,0
2808,-26.53444,-59.3326,745,0
2676,-27.449388,-58.983054,721,0
2815,-26.64734,-58.6248,745,0
7331,-34.72611,-58.25081,1041,0
489,-38.82155,-62.70155,719,0
8686,-24.47932,-65.04057,138,0
8680,-22.51512,-63.79234,16,0
3513,-24.731016,-64.193477,745,0
6261,-37.294835,-57.001924,378,0
7788,-36.72107,-56.679214,711,0
10332,-36.691807,-56.684446,342,0
5973,-37.141623,-56.894645,698,0
4789,-37.977133,-57.574587,766,0
7936,-37.0075,-57.13432,690,0
9669,-37.16051,-58.48761,488,0
8264,-36.71031,-56.70273,770,0
4496,-37.156618,-56.93026,354,0
8213,-36.295086,-57.689958,702,0
9073,-34.727177,-58.300538,144,0
581,-34.69622,-58.46858,827,0
8172,-34.601342,-58.401062,10,0
7503,-31.37176,-64.222054,1216,0
9515,-35.759473,-58.496964,622,0
9927,-34.768672,-58.396358,224,0
9923,-34.81079,-58.542162,1076,0
9925,-34.48593,-58.615328,100,0
10296,-34.773234,-58.267362,980,0
9928,-34.59787,-58.4057,40,0
9931,-32.921747,-60.675087,1114,0
10295,-38.006026,-57.56107,954,0
9929,-34.639309,-58.518604,228,0
10292,-38.75249,-62.28361,920,0
9924,-34.39814,-58.65099,1026,0
10298,-34.49912,-58.54305,952,0
10027,-34.47597,-58.66318,348,0
10294,-38.01948,-57.57122,92,0
9926,-34.679108,-58.55017,1030,0
10297,-32.957113,-60.640693,216,0
10293,-34.475557,-58.574679,1012,0
9930,-34.640861,-58.389601,990,0
8212,-37.872525,-67.792113,359,0
4358,-27.49692,-64.85714,54,0
1352,-34.642886,-58.413388,102,0
6888,-33.14235,-61.46716,432,0
539,-27.42947,-65.60995,751,0
8477,-27.766682,-65.583418,753,0
3239,-32.71924,-59.39084,8,0
7390,-29.10906,-59.65037,1172,0
5581,-34.726602,-58.261829,1141,0
2583,-32.75147,-63.78651,770,0
1888,-34.66259,-58.67476,238,0
1151,-25.597955,-54.57068,1146,0
10333,-27.3697928,-55.9416219,763,0
10336,-25.670346,-54.043354,738,0
10856,-25.627891,-54.578076,524,0
9627,-31.336555,-64.26253,490,0
6564,-31.37146,-64.17586,761,0
3222,-34.70065,-58.40978,632,0
8126,-26.841552,-65.236161,56,0
2761,-34.62242,-58.42905,707,0
11222,-27.44477,-59.007536,168,0
8227,-31.65679,-59.89742,890,0
8228,-31.665181,-59.900755,672,0
2523,-31.34969,-64.34002,697,0
4256,-31.667625,-60.756317,88,0
2180,-34.668567,-58.417468,234,0
9819,-37.01401,-62.41491,260,0
10125,-33.840256,-65.172545,248,0
8008,-44.048483,-70.593582,706,0
300,-28.37175,-67.07191667,747,0
1985,-31.38953,-64.13709,58,0
9135,-31.38953,-64.13709,681,0
2831,-34.654299,-58.529815,1259,0
6160,-24.190227,-65.305004,22,0
4665,-34.77389,-58.40528,914,0
4674,-34.81361,-58.39735,576,0
9700,-34.136557,-63.392931,476,0
197,-34.14491,-63.39136,729,0
198,-34.80629,-64.37075,729,0
6005,-36.2815,-62.55717,1089,0
4051,-35.27033,-59.560931,14,0
6910,-32.99105,-60.66301,505,0
3848,-34.631585,-58.416726,20,0
6227,-34.629488,-58.571501,354,0
1601,-32.93094,-68.7435,732,0
9495,-27.796,-64.25074,776,0
6481,-33.06562,-68.47812,822,0
6263,-34.42152,-58.59268,1046,0
3572,-34.61019,-58.43038,701,0
6946,-39.03299,-67.58957,728,0
6505,-39.043211,-67.578501,16,0
9146,-39.04304,-67.57906,674,0
10366,-39.093892,-67.082803,312,0
6525,-39.09751,-67.07611,722,0
6527,-39.11639,-66.92901,722,0
7881,-32.841917,-68.827446,3,0
5008,-35.02381,-58.42371,743,0
9969,-32.120707,-64.749609,364,0
3690,-34.68672,-58.56222,876,0
10122,-34.612509,-58.870009,416,0
3677,-34.63276,-58.47808,852,0
1978,-35.056864,-60.271188,1080,0
8337,-35.44325,-60.88106,742,0
260,-34.65074,-58.57627,741,0
2798,-34.643716,-58.470253,862,0
1753,-34.107348,-59.010342,37,0
7893,-34.886876,-60.007222,37,0
6429,-34.90895,-60.00405,39,0
1961,-33.12991,-64.34054,674,0
1411,-34.898849,-60.01679,930,0
7455,-30.71223,-64.8102,138,0
1244,-30.73688,-64.7911,753,0
5090,-35.0547,-64.26599,890,0
6300,-35.05475,-64.26315,900,0
5086,-35.043055,-64.244447,892,0
5087,-35.066,-64.52208,818,0
10831,-36.63106,-64.28124,315,0
9909,-34.80411,-62.19248,602,0
4021,-33.910351,-60.571346,65,0
3458,-32.920304,-60.724794,1060,0
3449,-32.932646,-60.713266,1068,0
4298,-31.658682,-64.409942,525,0
4629,-34.68307,-58.570641,462,0
2386,-32.918109,-68.743296,64,0
7138,-34.62891,-58.438732,702,0
7137,-34.62423,-58.45066,700,0
6594,-31.78105,-63.79772,737,0
1630,-34.472176,-58.537244,950,0
5970,-34.86063,-61.53903,740,0
8912,-26.842079,-65.21405,36,0
1818,-34.685151,-58.398444,1041,0
3715,-34.62963,-58.39123,925,0
3712,-34.630339,-58.390665,786,0
7714,-34.658943,-58.512661,784,0
10793,-34.633144,-58.765195,352,0
10016,-41.132176,-71.357012,798,0
9259,-41.07112,-71.168807,1236,0
9647,-41.160059,-71.31714,983,0
11250,-41.135943,-71.224843,196,0
7394,-34.448113,-58.700665,160,0
1234,-26.839818,-65.223738,28,0
9956,-33.024506,-60.63739,82,0
10119,-38.70385,-62.269456,722,0
1893,-38.70489,-62.33754,1118,0
2450,-34.773853,-58.281393,708,0
1235,-40.793473,-62.978125,1006,0
7052,-34.910827,-57.956597,540,0
146,-35.43964,-58.80169,802,0
556,-34.59358,-58.53643,737,0
2191,-34.767057,-58.272784,766,0
6847,-34.787899,-58.254766,620,0
3283,-31.907892,-63.687693,2,0
3495,-31.537998,-68.551518,756,0
4653,-27.579638,-60.731256,610,0
4662,-27.57015,-60.71799,170,0
4656,-27.28446,-60.41613,18,0
4668,-27.17675,-60.61926,20,0
1952,-43.28517,-65.49439,12,0
2945,-34.63932,-58.454156,6,0
4839,-34.66961,-58.62871,898,0
4306,-34.847768,-61.505347,76,0
1955,-34.20565,-60.727,782,0
5979,-33.88881,-60.57185,899,0
2251,-34.20049,-60.71676,870,0
1819,-34.578653,-58.470058,1169,0
2685,-34.4649,-58.544398,1248,0
4779,-33.76018,-61.95751,1479,0
4784,-33.736548,-61.963219,1478,0
4782,-33.7258,-61.99759,733,0
4780,-33.75842,-61.97118,1480,0
3017,-24.53117,-65.07605,751,0
7602,-34.709237,-58.419686,794,0
10052,-35.42733,-60.17012,288,0
7488,-35.419691,-60.1795,4,0
7487,-35.42733,-60.17012,726,0
1383,-29.18412,-58.08063,700,0
766,-34.81026,-58.2595,795,0
858,-34.683407,-58.619769,942,0
7986,-34.89914,-57.96729,571,0
2951,-28.9883393823185,-59.103955894165,1133,0
8945,-36.776474,-59.076512,12,0
5157,-36.776474,-59.076512,600,0
3412,-32.97165,-60.68695,911,0
3417,-32.98029,-60.73683,1060,0
2967,-34.616298,-58.37617,327,0
5288,-34.624422,-58.59508,1222,0
10666,-34.694266,-58.548604,26,0
9334,-34.53296,-58.70146,186,0
3302,-34.72374,-58.79146,735,0
228,-32.36515,-59.30798,120,0
487,-33.375463,-61.186059,770,0
671,-34.707362205,-58.550881389,553,0
6886,-27.88292,-59.27924,749,0
6225,-32.31517,-59.145919,150,0
5170,-31.44964,-60.91233,6,0
7865,-34.84097,-61.49434,734,0
3210,-34.489862,-58.524312,400,0
9208,-39.052002,-67.530619,6,0
8458,-31.305109,-60.657935,24,0
8308,-40.82645,-65.34644,24,0
10506,-30.737792,-59.641364,312,0
10304,-39.021807,-67.586645,368,0
10644,-33.8127,-59.50788,307,0
8047,-37.84793,-58.25788,730,0
745,-37.817,-58.22072,730,0
2239,-31.672128,-60.768094,869,0
8033,-30.99589,-64.10237,1176,0
9613,-34.413533,-58.701461,1136,0
3289,-33.535689,-60.797127,728,0
5975,-31.97568,-64.37056,779,0
8243,-33.65996,-60.70846,728,0
8656,-27.64924,-67.02976,742,0
2025,-36.00449,-58.13971,8,0
3894,-24.39114,-65.2573,160,0
795,-31.529514,-68.515424,116,0
147,-31.50872,-68.52467,928,0
1401,-31.6447,-68.28637,860,0
273,-31.5666,-68.53378,44,0
138,-31.54527,-68.50526,188,0
274,-31.56261,-68.545053,86,0
10726,-31.56659,-68.53422,38,0
5156,-32.608663,-60.946931,10,0
6521,-31.726152,-65.006114,1147,0
9921,-30.737524,-58.005008,419,0
1540,-31.5113,-68.54714,739,0
9752,-32.912831,-68.797369,434,0
8907,-32.89406,-68.82343,678,0
8330,-32.9382,-68.84037,2,0
8329,-32.904486,-68.820967,596,0
2539,-33.0939,-68.8789,690,0
8908,-33.0939,-68.8789,674,0
6970,-32.91458,-68.824168,1022,0
1541,-33.010317,-60.635443,96,0
9767,-33.069943,-60.582896,184,0
5828,-31.23897,-64.46587,156,0
9942,-31.23897,-64.46587,102,0
7900,-31.42413,-64.19855,719,0
7902,-31.42402,-64.19905,142,0
5901,-27.72329,-64.23014,322,0
3262,-34.16538,-58.97712,984,0
1651,-34.97752,-67.67512,719,0
1623,-38.95984,-68.05106,738,0
1621,-38.9503,-68.08867,738,0
1626,-38.95477,-68.06789,738,0
7469,-34.56824,-58.84927,126,0
2129,-34.437334,-58.781342,106,0
7894,-31.47412,-64.2033,1521,0
9241,-35.766188,-58.519063,260,0
2009,-34.58477,-58.60418,714,0
2698,-35.083,-57.74048,733,0
5478,-34.48558,-58.77419,906,0
6079,-37.969368,-57.590913,46,0
640,-34.63467,-58.50788,541,0
7564,-27.40746,-65.60465,420,0
10547,-32.94921,-68.85423,334,0
9174,-27.74575,-55.78205,898,0
1788,-32.95208,-68.83443,813,0
2076,-32.348838,-65.015472,966,0
8995,-31.292508,-58.005946,819,0
667,-33.09271,-64.31488,729,0
1995,-34.56979,-58.54002,733,0
11352,-31.34265,-66.59814,124,0
4418,-26.798294,-60.445426,745,0
225,-26.79205,-60.44076,745,0
3733,-32.72014,-68.59673,703,0
6529,-32.218408,-58.233165,114,0
6531,-31.614468,-58.508931,112,0
7119,-32.154278,-58.389022,112,0
6530,-31.022793,-57.962841,112,0
10638,-28.592554,-62.954952,442,0
10157,-34.905446,-58.044699,399,0
8382,-27.254991,-65.352486,87,0
10270,-34.38106,-64.493,424,0
5234,-28.25516,-58.62879,745,0
1251,-35.63749,-59.78071,654,0
3127,-34.620699,-58.381639,80,0
1994,-34.55108,-58.58309,734,0
10153,-37.9913,-57.5747,1052,0
10023,-37.99974,-57.5963,1206,0
11001,-35.041295,-58.408382,492,0
10152,-37.999086,-57.553949,1138,0
11103,-27.051833361845,-65.3933791219285,94,0
2505,-34.732736,-58.419745,102,0
5853,-33.035198,-59.004795,734,0
1664,-32.92158,-68.79069,805,0
10064,-34.51874,-58.525486,523,0
265,-33.885825,-61.128525,502,0
8050,-27.825103,-64.246229,80,0
6943,-34.687878,-58.557985,1110,0
2556,-37.857159,-58.268316,814,0
2561,-37.838436,-58.266195,816,0
2573,-37.970515,-58.40491,594,0
2136,-37.67676,-58.44468,615,0
9094,-28.49509,-65.78078,723,0
6748,-31.026366,-64.055608,52,0
1795,-34.658444,-58.529475,2,0
704,-31.4739,-64.20266,1327,0
9037,-31.1938134,-64.2880289,1217,0
3199,-32.9404,-60.7093,751,0
1527,-51.62232,-69.26007,708,0
10963,-51.6396465,-69.2877735,256,0.9
8675,-51.61925,-69.22418,700,0
5691,-46.5828,-70.92831,676,0
509,-27.491237,-55.101832,742,0
508,-27.48553,-55.12291,742,0
10772,-34.557566,-58.728092,32,0
2419,-34.46806,-58.54212,1001,0
739,-27.87031,-55.13451,571,0
740,-26.582324,-54.726414,20,0
10669,-27.853646,-55.149184,278,0
557,-30.581613,-59.940594,733,0
9357,-34.78563,-58.62767,578,0
9411,-34.70175,-58.58013,642,0
9908,-34.81081,-58.63718,437,0
8069,-34.757758,-58.607954,664,0
4658,-34.63293,-58.516747,940,0
2854,-34.52201,-58.52263,992,0
2232,-34.67004,-58.558029,712,0
3931,-34.62245,-58.39,707,0
364,-32.845589,-60.70686,38,0
351,-32.7634,-60.7327,490,0
5512,-37.325004,-59.133744,948,0
5814,-34.570626,-58.520936,787,0
10703,-35.709713,-58.899323,72,0
6907,-36.016834,-59.097403,342,0
4154,-34.539632,-58.71594,851,0
2389,-34.917875,-57.932308,718,0
9444,-34.94947,-57.94936,581,0
1238,-31.3596963449353,-64.2034129827076,601,0
10312,-35.45136,-58.82395,488,0
5093,-34.24388,-61.09029,404,0
5092,-34.09972,-61.13494,192,0
6975,-27.78028,-64.26018,466,0
5191,-31.550092,-68.522799,824,0
4033,-36.35951,-60.00576,734,0
1490,-32.92944,-68.75451,701,0
711,-31.46064,-64.109494,1291,0
9252,-31.411426,-64.261925,446,0
565,-31.425742,-64.088682,1068,0
563,-31.423437,-64.094762,1054,0
7234,-27.3928,-55.912739,289,0
3256,-31.53757,-68.53478,755,0
884,-22.51538333,-63.80736667,757,0
2066,-29.146183,-59.264739,828,0
2168,-31.37207,-64.14753,609,0
4408,-33.751598,-61.960733,838,0
7655,-34.56768,-60.94558,414,0
10071,-34.59296,-60.96002,334,0
918,-34.57541,-60.93603,820,0
5116,-31.329675,-63.626633,906,0
2269,-33.431244,-60.770976,780,0
2966,-32.42785,-63.31407,729,0
5369,-37.86905,-57.94149,116,0
3836,-37.3159,-59.97198,742,0
1474,-33.20391,-68.37245,709,0
7783,-37.18029,-59.04105,573,0
4732,-34.47702,-63.53211,780,0
1391,-33.2434,-60.31498,917,0
5839,-32.04557,-63.56633,729,0
7237,-31.41239,-64.20745,852,0
10144,-31.249696,-64.249151,406,0
8566,-33.684711,-65.500071,661,0
8104,-33.67293,-65.47073,858,0
6078,-31.40538,-64.473789,16,0
2477,-26.811649,-65.238599,1211,0
1206,-40.730461,-64.953181,72,0
6476,-36.779264,-59.856351,988,0
6477,-36.935538,-60.230045,260,0
1392,-34.66544,-58.69443,865,0
6786,-27.26055,-65.35076,770,0
9839,-27.26055,-65.35076,144,0
7092,-37.36714,-63.78034,18,0
3679,-33.914305,-64.389089,10,0
3685,-33.93124,-64.3951,8,0
11091,-37.013336,-57.132164,64,0
8924,-37.018792,-57.110237,555,0
5124,-54.50983,-67.19089,714,0
5009,-31.503683,-60.72826,505,0
7996,-31.584485,-60.690762,858,0
